identifier,name,token,synsets
G0001,Group 72,Group,[]
G0001,Group 72,72,[]
G0001,Axiom,Axiom,[]
G0002,Moafee,Moafee,[]
G0003,TG-2889,TG-2889,[]
G0003,Threat Group 2889,Threat,[]
G0003,Threat Group 2889,Group,[]
G0003,Threat Group 2889,2889,[]
G0003,Cleaver,Cleaver,[]
G0004,Vixen Panda,Vixen,[]
G0004,Vixen Panda,Panda,[]
G0004,APT15,APT15,[]
G0004,RoyalAPT,RoyalAPT,[]
G0004,Ke3chang,Ke3chang,[]
G0004,Playful Dragon,Playful,[]
G0004,Playful Dragon,Dragon,[]
G0004,Mirage,Mirage,[]
G0004,GREF,GREF,[]
G0005,APT12,APT12,[]
G0005,Numbered Panda,Numbered,[]
G0005,Numbered Panda,Panda,[]
G0005,DynCalc,DynCalc,[]
G0005,IXESHE,IXESHE,[]
G0005,DNSCALC,DNSCALC,[]
G0006,APT1,APT1,[]
G0006,Comment Group,Comment,[]
G0006,Comment Group,Group,[]
G0006,Comment Panda,Comment,[]
G0006,Comment Panda,Panda,[]
G0006,Comment Crew,Comment,[]
G0006,Comment Crew,Crew,[]
G0007,APT28,APT28,[]
G0007,Tsar Team,Tsar,[]
G0007,Tsar Team,Team,[]
G0007,Sofacy,Sofacy,[]
G0007,Sednit,Sednit,[]
G0007,SNAKEMACKEREL,SNAKEMACKEREL,[]
G0007,Fancy Bear,Fancy,[]
G0007,Fancy Bear,Bear,[]
G0007,Threat Group-4127,Threat,[]
G0007,Threat Group-4127,Group-4127,[]
G0007,Pawn Storm,Pawn,[]
G0007,Pawn Storm,Storm,[]
G0007,Swallowtail,Swallowtail,[]
G0007,TG-4127,TG-4127,[]
G0007,STRONTIUM,STRONTIUM,[]
G0007,Group 74,Group,[]
G0007,Group 74,74,[]
G0008,Carbanak,Carbanak,[]
G0008,Anunak,Anunak,[]
G0009,WebMasters,WebMasters,[]
G0009,PinkPanther,PinkPanther,[]
G0009,Shell Crew,Shell,[]
G0009,Shell Crew,Crew,[]
G0009,KungFu Kittens,KungFu,[]
G0009,KungFu Kittens,Kittens,[]
G0009,Deep Panda,Deep,[]
G0009,Deep Panda,Panda,[]
G0009,Black Vine,Black,[]
G0009,Black Vine,Vine,[]
G0010,Turla,Turla,[]
G0010,WhiteBear,WhiteBear,[]
G0010,VENOMOUS BEAR,VENOMOUS,[]
G0010,VENOMOUS BEAR,BEAR,[]
G0010,Waterbug,Waterbug,[]
G0010,Belugasturgeon,Belugasturgeon,[]
G0010,Snake,Snake,[]
G0010,Krypton,Krypton,[]
G0010,Group 88,Group,[]
G0010,Group 88,88,[]
G0011,PittyTiger,PittyTiger,[]
G0012,DUBNIUM,DUBNIUM,[]
G0012,Darkhotel,Darkhotel,[]
G0013,APT30,APT30,[]
G0014,Night Dragon,Night,[]
G0014,Night Dragon,Dragon,[]
G0016,CozyDuke,CozyDuke,[]
G0016,NobleBaron,NobleBaron,[]
G0016,The Dukes,The,[]
G0016,The Dukes,Dukes,[]
G0016,Cozy Bear,Cozy,[]
G0016,Cozy Bear,Bear,[]
G0016,NOBELIUM,NOBELIUM,[]
G0016,APT29,APT29,[]
G0016,StellarParticle,StellarParticle,[]
G0016,UNC2452,UNC2452,[]
G0016,Dark Halo,Dark,[]
G0016,Dark Halo,Halo,[]
G0016,YTTRIUM,YTTRIUM,[]
G0017,DragonOK,DragonOK,[]
G0018,admin@338,admin@338,[]
G0019,Naikon,Naikon,[]
G0020,Equation,Equation,[]
G0021,Gaza Cybergang,Gaza,[]
G0021,Gaza Cybergang,Cybergang,[]
G0021,Molerats,Molerats,[]
G0021,Operation Molerats,Operation,[]
G0021,Operation Molerats,Molerats,[]
G0022,Buckeye,Buckeye,[]
G0022,Pirpi,Pirpi,[]
G0022,TG-0110,TG-0110,[]
G0022,UPS Team,UPS,[]
G0022,UPS Team,Team,[]
G0022,APT3,APT3,[]
G0022,Threat Group-0110,Threat,[]
G0022,Threat Group-0110,Group-0110,[]
G0022,Gothic Panda,Gothic,[]
G0022,Gothic Panda,Panda,[]
G0023,APT16,APT16,[]
G0024,MSUpdater,MSUpdater,[]
G0024,Putter Panda,Putter,[]
G0024,Putter Panda,Panda,[]
G0024,APT2,APT2,[]
G0025,Deputy Dog,Deputy,[]
G0025,Deputy Dog,Dog,[]
G0025,APT17,APT17,[]
G0026,TG-0416,TG-0416,[]
G0026,Dynamite Panda,Dynamite,[]
G0026,Dynamite Panda,Panda,[]
G0026,APT18,APT18,[]
G0026,Threat Group-0416,Threat,[]
G0026,Threat Group-0416,Group-0416,[]
G0027,Iron Tiger,Iron,[]
G0027,Iron Tiger,Tiger,[]
G0027,Emissary Panda,Emissary,[]
G0027,Emissary Panda,Panda,[]
G0027,BRONZE UNION,BRONZE,[]
G0027,BRONZE UNION,UNION,[]
G0027,APT27,APT27,[]
G0027,LuckyMouse,LuckyMouse,[]
G0027,Threat Group-3390,Threat,[]
G0027,Threat Group-3390,Group-3390,[]
G0027,TG-3390,TG-3390,[]
G0028,TG-1314,TG-1314,[]
G0028,Threat Group-1314,Threat,[]
G0028,Threat Group-1314,Group-1314,[]
G0029,Scarlet Mimic,Scarlet,[]
G0029,Scarlet Mimic,Mimic,[]
G0030,Lotus Blossom,Lotus,[]
G0030,Lotus Blossom,Blossom,[]
G0030,Spring Dragon,Spring,[]
G0030,Spring Dragon,Dragon,[]
G0030,DRAGONFISH,DRAGONFISH,[]
G0031,Dust Storm,Dust,[]
G0031,Dust Storm,Storm,[]
G0032,Guardians of Peace,Guardians,[]
G0032,Guardians of Peace,of,[]
G0032,Guardians of Peace,Peace,[]
G0032,Lazarus Group,Lazarus,[]
G0032,Lazarus Group,Group,[]
G0032,NICKEL ACADEMY,NICKEL,[]
G0032,NICKEL ACADEMY,ACADEMY,[]
G0032,ZINC,ZINC,[]
G0032,HIDDEN COBRA,HIDDEN,[]
G0032,HIDDEN COBRA,COBRA,[]
G0033,Poseidon Group,Poseidon,[]
G0033,Poseidon Group,Group,[]
G0034,ELECTRUM,ELECTRUM,[]
G0034,Sandworm Team,Sandworm,[]
G0034,Sandworm Team,Team,[]
G0034,Telebots,Telebots,[]
G0034,Quedagh,Quedagh,[]
G0034,IRON VIKING,IRON,[]
G0034,IRON VIKING,VIKING,[]
G0034,BlackEnergy (Group),BlackEnergy,[]
G0034,BlackEnergy (Group),(,[]
G0034,BlackEnergy (Group),Group,[]
G0034,BlackEnergy (Group),),[]
G0034,VOODOO BEAR,VOODOO,[]
G0034,VOODOO BEAR,BEAR,[]
G0035,Dragonfly,Dragonfly,[]
G0035,TG-4192,TG-4192,[]
G0035,Energetic Bear,Energetic,[]
G0035,Energetic Bear,Bear,[]
G0035,Crouching Yeti,Crouching,[]
G0035,Crouching Yeti,Yeti,[]
G0035,IRON LIBERTY,IRON,[]
G0035,IRON LIBERTY,LIBERTY,[]
G0036,GCMAN,GCMAN,[]
G0037,SKELETON SPIDER,SKELETON,[]
G0037,SKELETON SPIDER,SPIDER,[]
G0037,Magecart Group 6,Magecart,[]
G0037,Magecart Group 6,Group,[]
G0037,Magecart Group 6,6,[]
G0037,FIN6,FIN6,[]
G0037,ITG08,ITG08,[]
G0038,Stealth Falcon,Stealth,[]
G0038,Stealth Falcon,Falcon,[]
G0039,Suckfly,Suckfly,[]
G0040,MONSOON,MONSOON,[]
G0040,Dropping Elephant,Dropping,[]
G0040,Dropping Elephant,Elephant,[]
G0040,Hangover Group,Hangover,[]
G0040,Hangover Group,Group,[]
G0040,Patchwork,Patchwork,[]
G0040,Operation Hangover,Operation,[]
G0040,Operation Hangover,Hangover,[]
G0040,Chinastrats,Chinastrats,[]
G0041,Strider,Strider,[]
G0041,ProjectSauron,ProjectSauron,[]
G0043,Group5,Group5,[]
G0044,Winnti Group,Winnti,[]
G0044,Winnti Group,Group,[]
G0044,Blackfly,Blackfly,[]
G0045,HOGFISH,HOGFISH,[]
G0045,Red Apollo,Red,[]
G0045,Red Apollo,Apollo,[]
G0045,menuPass,menuPass,[]
G0045,CVNX,CVNX,[]
G0045,POTASSIUM,POTASSIUM,[]
G0045,APT10,APT10,[]
G0045,Cicada,Cicada,[]
G0045,Stone Panda,Stone,[]
G0045,Stone Panda,Panda,[]
G0046,Carbon Spider,Carbon,[]
G0046,Carbon Spider,Spider,[]
G0046,FIN7,FIN7,[]
G0046,GOLD NIAGARA,GOLD,[]
G0046,GOLD NIAGARA,NIAGARA,[]
G0046,ITG14,ITG14,[]
G0047,Gamaredon Group,Gamaredon,[]
G0047,Gamaredon Group,Group,[]
G0048,RTM,RTM,[]
G0049,HELIX KITTEN,HELIX,[]
G0049,HELIX KITTEN,KITTEN,[]
G0049,COBALT GYPSY,COBALT,[]
G0049,COBALT GYPSY,GYPSY,[]
G0049,IRN2,IRN2,[]
G0049,APT34,APT34,[]
G0049,OilRig,OilRig,[]
G0050,OceanLotus,OceanLotus,[]
G0050,APT-C-00,APT,[]
G0050,APT-C-00,-,[]
G0050,APT-C-00,C-00,[]
G0050,SeaLotus,SeaLotus,[]
G0050,APT32,APT32,[]
G0051,FIN10,FIN10,[]
G0052,CopyKittens,CopyKittens,[]
G0053,FIN5,FIN5,[]
G0054,Sowbug,Sowbug,[]
G0055,NEODYMIUM,NEODYMIUM,[]
G0056,StrongPity,StrongPity,[]
G0056,PROMETHIUM,PROMETHIUM,[]
G0059,Phosphorus,Phosphorus,[]
G0059,Charming Kitten,Charming,[]
G0059,Charming Kitten,Kitten,[]
G0059,Magic Hound,Magic,[]
G0059,Magic Hound,Hound,[]
G0059,ITG18,ITG18,[]
G0059,APT35,APT35,[]
G0059,TA453,TA453,[]
G0059,COBALT ILLUSION,COBALT,[]
G0059,COBALT ILLUSION,ILLUSION,[]
G0059,Newscaster,Newscaster,[]
G0060,REDBALDKNIGHT,REDBALDKNIGHT,[]
G0060,Tick,Tick,[]
G0060,BRONZE BUTLER,BRONZE,[]
G0060,BRONZE BUTLER,BUTLER,[]
G0061,FIN8,FIN8,[]
G0062,TA459,TA459,[]
G0063,BlackOasis,BlackOasis,[]
G0064,Elfin,Elfin,[]
G0064,HOLMIUM,HOLMIUM,[]
G0064,APT33,APT33,[]
G0065,Gadolinium,Gadolinium,[]
G0065,Kryptonite Panda,Kryptonite,[]
G0065,Kryptonite Panda,Panda,[]
G0065,MUDCARP,MUDCARP,[]
G0065,Leviathan,Leviathan,[]
G0065,BRONZE MOHAWK,BRONZE,[]
G0065,BRONZE MOHAWK,MOHAWK,[]
G0065,TEMP.Periscope,TEMP.Periscope,[]
G0065,TEMP.Jumper,TEMP.Jumper,[]
G0065,APT40,APT40,[]
G0066,Beijing Group,Beijing,[]
G0066,Beijing Group,Group,[]
G0066,Elderwood Gang,Elderwood,[]
G0066,Elderwood Gang,Gang,[]
G0066,Sneaky Panda,Sneaky,[]
G0066,Sneaky Panda,Panda,[]
G0066,Elderwood,Elderwood,[]
G0067,ScarCruft,ScarCruft,[]
G0067,TEMP.Reaper,TEMP.Reaper,[]
G0067,APT37,APT37,[]
G0067,Group123,Group123,[]
G0067,Reaper,Reaper,[]
G0067,InkySquid,InkySquid,[]
G0067,Richochet Chollima,Richochet,[]
G0067,Richochet Chollima,Chollima,[]
G0068,PLATINUM,PLATINUM,[]
G0069,MERCURY,MERCURY,[]
G0069,Static Kitten,Static,[]
G0069,Static Kitten,Kitten,[]
G0069,MuddyWater,MuddyWater,[]
G0069,Seedworm,Seedworm,[]
G0069,Earth Vetala ,Earth,[]
G0069,Earth Vetala ,Vetala,[]
G0069,TEMP.Zagros,TEMP.Zagros,[]
G0070,Dark Caracal,Dark,[]
G0070,Dark Caracal,Caracal,[]
G0071,Orangeworm,Orangeworm,[]
G0072,Honeybee,Honeybee,[]
G0073,Codoso Team,Codoso,[]
G0073,Codoso Team,Team,[]
G0073,Codoso,Codoso,[]
G0073,Sunshop Group,Sunshop,[]
G0073,Sunshop Group,Group,[]
G0073,C0d0so0,C0d0so0,[]
G0073,APT19,APT19,[]
G0074,Berserk Bear,Berserk,[]
G0074,Berserk Bear,Bear,[]
G0074,DYMALLOY,DYMALLOY,[]
G0074,IRON LIBERTY,IRON,[]
G0074,IRON LIBERTY,LIBERTY,[]
G0074,Dragonfly 2.0,Dragonfly,[]
G0074,Dragonfly 2.0,2.0,[]
G0075,Rancor,Rancor,[]
G0076,Thrip,Thrip,[]
G0077,Raspite,Raspite,[]
G0077,Leafminer,Leafminer,[]
G0078,Gorgon Group,Gorgon,[]
G0078,Gorgon Group,Group,[]
G0079,DarkHydrus,DarkHydrus,[]
G0080,Cobalt Spider,Cobalt,[]
G0080,Cobalt Spider,Spider,[]
G0080,GOLD KINGSWOOD,GOLD,[]
G0080,GOLD KINGSWOOD,KINGSWOOD,[]
G0080,Cobalt Group,Cobalt,[]
G0080,Cobalt Group,Group,[]
G0080,Cobalt Gang,Cobalt,[]
G0080,Cobalt Gang,Gang,[]
G0081,KeyBoy,KeyBoy,[]
G0081,Pirate Panda,Pirate,[]
G0081,Pirate Panda,Panda,[]
G0081,Tropic Trooper,Tropic,[]
G0081,Tropic Trooper,Trooper,[]
G0082,BeagleBoyz,BeagleBoyz,[]
G0082,NICKEL GLADSTONE,NICKEL,[]
G0082,NICKEL GLADSTONE,GLADSTONE,[]
G0082,Stardust Chollima,Stardust,[]
G0082,Stardust Chollima,Chollima,[]
G0082,APT38,APT38,[]
G0082,Bluenoroff,Bluenoroff,[]
G0083,SilverTerrier,SilverTerrier,[]
G0084,Gallmaker,Gallmaker,[]
G0085,FIN4,FIN4,[]
G0087,Chafer,Chafer,[]
G0087,APT39,APT39,[]
G0087,ITG07,ITG07,[]
G0087,REMIX KITTEN,REMIX,[]
G0087,REMIX KITTEN,KITTEN,[]
G0088,XENOTIME,XENOTIME,[]
G0088,TEMP.Veles,TEMP.Veles,[]
G0089,The White Company,The,[]
G0089,The White Company,White,[]
G0089,The White Company,Company,[]
G0090,WIRTE,WIRTE,[]
G0091,WHISPER SPIDER,WHISPER,[]
G0091,WHISPER SPIDER,SPIDER,[]
G0091,Silence,Silence,[]
G0092,TA505,TA505,[]
G0092,Hive0065,Hive0065,[]
G0093,GALLIUM,GALLIUM,[]
G0093,Operation Soft Cell,Operation,[]
G0093,Operation Soft Cell,Soft,[]
G0093,Operation Soft Cell,Cell,[]
G0094,Black Banshee,Black,[]
G0094,Black Banshee,Banshee,[]
G0094,Thallium,Thallium,[]
G0094,Kimsuky,Kimsuky,[]
G0094,STOLEN PENCIL,STOLEN,[]
G0094,STOLEN PENCIL,PENCIL,[]
G0094,Velvet Chollima,Velvet,[]
G0094,Velvet Chollima,Chollima,[]
G0095,Machete,Machete,[]
G0095,APT-C-43,APT,[]
G0095,APT-C-43,-,[]
G0095,APT-C-43,C-43,[]
G0095,El Machete,El,[]
G0095,El Machete,Machete,[]
G0096,WICKED PANDA,WICKED,[]
G0096,WICKED PANDA,PANDA,[]
G0096,APT41,APT41,[]
G0098,BlackTech,BlackTech,[]
G0099,APT-C-36,APT,[]
G0099,APT-C-36,-,[]
G0099,APT-C-36,C-36,[]
G0099,Blind Eagle,Blind,[]
G0099,Blind Eagle,Eagle,[]
G0100,Inception Framework,Inception,[]
G0100,Inception Framework,Framework,[]
G0100,Cloud Atlas,Cloud,[]
G0100,Cloud Atlas,Atlas,[]
G0100,Inception,Inception,[]
G0101,Frankenstein,Frankenstein,[]
G0102,TEMP.MixMaster,TEMP.MixMaster,[]
G0102,UNC1878,UNC1878,[]
G0102,Grim Spider,Grim,[]
G0102,Grim Spider,Spider,[]
G0102,Wizard Spider,Wizard,[]
G0102,Wizard Spider,Spider,[]
G0103,Mofang,Mofang,[]
G0104,Sharpshooter,Sharpshooter,[]
G0105,DarkVishnya,DarkVishnya,[]
G0106,Rocke,Rocke,[]
G0107,Whitefly,Whitefly,[]
G0108,Blue Mockingbird,Blue,[]
G0108,Blue Mockingbird,Mockingbird,[]
G0112,Windshift,Windshift,[]
G0112,Bahamut,Bahamut,[]
G0114,Chimera,Chimera,[]
G0115,GOLD SOUTHFIELD,GOLD,[]
G0115,GOLD SOUTHFIELD,SOUTHFIELD,[]
G0116,Operation Wocao,Operation,[]
G0116,Operation Wocao,Wocao,[]
G0117,UNC757,UNC757,[]
G0117,PIONEER KITTEN,PIONEER,[]
G0117,PIONEER KITTEN,KITTEN,[]
G0117,Parisite,Parisite,[]
G0117,Fox Kitten,Fox,[]
G0117,Fox Kitten,Kitten,[]
G0119,Indrik Spider,Indrik,[]
G0119,Indrik Spider,Spider,[]
G0119,Evil Corp,Evil,[]
G0119,Evil Corp,Corp,[]
G0120,Evilnum,Evilnum,[]
G0121,T-APT-04,T,[]
G0121,T-APT-04,-,[]
G0121,T-APT-04,APT-04,[]
G0121,Rattlesnake,Rattlesnake,[]
G0121,Sidewinder,Sidewinder,[]
G0122,COBALT DICKENS,COBALT,[]
G0122,COBALT DICKENS,DICKENS,[]
G0122,TA407,TA407,[]
G0122,Silent Librarian,Silent,[]
G0122,Silent Librarian,Librarian,[]
G0123,Volatile Cedar,Volatile,[]
G0123,Volatile Cedar,Cedar,[]
G0123,Lebanese Cedar,Lebanese,[]
G0123,Lebanese Cedar,Cedar,[]
G0124,Windigo,Windigo,[]
G0125,Operation Exchange Marauder,Operation,[]
G0125,Operation Exchange Marauder,Exchange,[]
G0125,Operation Exchange Marauder,Marauder,[]
G0125,HAFNIUM,HAFNIUM,[]
G0126,Higaisa,Higaisa,[]
G0127,TA551,TA551,[]
G0127,Shathak,Shathak,[]
G0127,GOLD CABIN,GOLD,[]
G0127,GOLD CABIN,CABIN,[]
G0128,APT31,APT31,[]
G0128,ZIRCONIUM,ZIRCONIUM,[]
G0129,BRONZE PRESIDENT,BRONZE,[]
G0129,BRONZE PRESIDENT,PRESIDENT,[]
G0129,Mustang Panda,Mustang,[]
G0129,Mustang Panda,Panda,[]
G0129,TA416,TA416,[]
G0129,RedDelta,RedDelta,[]
G0130,Ajax Security Team,Ajax,[]
G0130,Ajax Security Team,Security,[]
G0130,Ajax Security Team,Team,[]
G0130,Flying Kitten,Flying,[]
G0130,Flying Kitten,Kitten,[]
G0130,AjaxTM,AjaxTM,[]
G0130,Rocket Kitten,Rocket,[]
G0130,Rocket Kitten,Kitten,[]
G0130,Operation Saffron Rose,Operation,[]
G0130,Operation Saffron Rose,Saffron,[]
G0130,Operation Saffron Rose,Rose,[]
G0130,Operation Woolen-Goldfish,Operation,[]
G0130,Operation Woolen-Goldfish,Woolen,[]
G0130,Operation Woolen-Goldfish,-,[]
G0130,Operation Woolen-Goldfish,Goldfish,[]
G0131,Earth Akhlut,Earth,[]
G0131,Earth Akhlut,Akhlut,[]
G0131,BRONZE HUNTLEY,BRONZE,[]
G0131,BRONZE HUNTLEY,HUNTLEY,[]
G0131,Tonto Team,Tonto,[]
G0131,Tonto Team,Team,[]
G0131,Karma Panda,Karma,[]
G0131,Karma Panda,Panda,[]
G0131,CactusPete,CactusPete,[]
G0132,CostaRicto,CostaRicto,[]
G0133,Nomadic Octopus,Nomadic,[]
G0133,Nomadic Octopus,Octopus,[]
G0133,DustSquad,DustSquad,[]
G0134,Mythic Leopard,Mythic,[]
G0134,Mythic Leopard,Leopard,[]
G0134,APT36,APT36,[]
G0134,Transparent Tribe,Transparent,[]
G0134,Transparent Tribe,Tribe,[]
G0134,ProjectM,ProjectM,[]
G0134,COPPER FIELDSTONE,COPPER,[]
G0134,COPPER FIELDSTONE,FIELDSTONE,[]
G0135,BackdoorDiplomacy,BackdoorDiplomacy,[]
G0136,IndigoZebra,IndigoZebra,[]
G0137,Ferocious Kitten,Ferocious,[]
G0137,Ferocious Kitten,Kitten,[]
G0138,Andariel,Andariel,[]
G0138,Silent Chollima,Silent,[]
G0138,Silent Chollima,Chollima,[]
G0139,TeamTNT,TeamTNT,[]
M1013,Application Developer Guidance,Application,['application.n.04']
M1013,Application Developer Guidance,Developer,[]
M1013,Application Developer Guidance,Guidance,['guidance.n.01']
M1015,Active Directory Configuration,Active,[]
M1015,Active Directory Configuration,Directory,[]
M1015,Active Directory Configuration,Configuration,['configuration.n.01']
M1016,Vulnerability Scanning,Vulnerability,"['vulnerability.n.01', 'vulnerability.n.02']"
M1016,Vulnerability Scanning,Scanning,"['scan.v.01', 'scan.v.02', 'scan.v.03']"
M1017,User Training,User,['user.n.01']
M1017,User Training,Training,"['training.n.01', 'train.v.02', 'prepare.v.05', 'educate.v.03', 'coach.v.01']"
M1018,User Account Management,User,['user.n.01']
M1018,User Account Management,Account,['account.n.03']
M1018,User Account Management,Management,['management.n.01']
M1019,Threat Intelligence Program,Threat,['menace.n.01']
M1019,Threat Intelligence Program,Intelligence,"['intelligence.n.03', 'news.n.01', 'intelligence.n.05']"
M1019,Threat Intelligence Program,Program,['plan.n.01']
M1020,SSL/TLS Inspection,SSL,[]
M1020,SSL/TLS Inspection,/,[]
M1020,SSL/TLS Inspection,TLS,['thallium.n.01']
M1020,SSL/TLS Inspection,Inspection,['inspection.n.01']
M1021,Restrict Web-Based Content,Restrict,"['restrict.v.01', 'restrict.v.02', 'restrict.v.03']"
M1021,Restrict Web-Based Content,Web,['world_wide_web.n.01']
M1021,Restrict Web-Based Content,-,[]
M1021,Restrict Web-Based Content,Based,['based.s.02']
M1021,Restrict Web-Based Content,Content,"['content.n.01', 'message.n.02']"
M1022,Restrict File and Directory Permissions,Restrict,['restrict.v.03']
M1022,Restrict File and Directory Permissions,File,['file.n.01']
M1022,Restrict File and Directory Permissions,and,[]
M1022,Restrict File and Directory Permissions,Directory,['directory.n.02']
M1022,Restrict File and Directory Permissions,Permissions,"['permission.n.01', 'license.n.04']"
M1024,Restrict Registry Permissions,Restrict,['restrict.v.03']
M1024,Restrict Registry Permissions,Registry,['register.n.01']
M1024,Restrict Registry Permissions,Permissions,"['permission.n.01', 'license.n.04']"
M1025,Privileged Process Integrity,Privileged,"['privileged.s.02', 'inside.s.03']"
M1025,Privileged Process Integrity,Process,['procedure.n.01']
M1025,Privileged Process Integrity,Integrity,['integrity.n.01']
M1026,Privileged Account Management,Privileged,"['privileged.s.02', 'inside.s.03']"
M1026,Privileged Account Management,Account,['account.n.03']
M1026,Privileged Account Management,Management,['management.n.01']
M1027,Password Policies,Password,['password.n.01']
M1027,Password Policies,Policies,['policy.n.01']
M1028,Operating System Configuration,Operating,[]
M1028,Operating System Configuration,System,[]
M1028,Operating System Configuration,Configuration,['configuration.n.01']
M1029,Remote Data Storage,Remote,"['distant.s.05', 'distant.a.02']"
M1029,Remote Data Storage,Data,"['data.n.01', 'datum.n.01']"
M1029,Remote Data Storage,Storage,"['storage.n.01', 'storehouse.n.01', 'storage.n.03', 'storage.n.04', 'memory.n.04']"
M1030,Network Segmentation,Network,"['network.n.04', 'network.n.05']"
M1030,Network Segmentation,Segmentation,['division.n.12']
M1031,Network Intrusion Prevention,Network,"['network.n.04', 'network.n.05']"
M1031,Network Intrusion Prevention,Intrusion,"['intrusion.n.02', 'trespass.n.02']"
M1031,Network Intrusion Prevention,Prevention,['prevention.n.01']
M1032,Multi-factor Authentication,Multi,[]
M1032,Multi-factor Authentication,-,[]
M1032,Multi-factor Authentication,factor,"['factor.n.01', 'component.n.01', 'factor.v.02']"
M1032,Multi-factor Authentication,Authentication,['authentication.n.02']
M1033,Limit Software Installation,Limit,"['restrict.v.03', 'limit.v.02']"
M1033,Limit Software Installation,Software,['software.n.01']
M1033,Limit Software Installation,Installation,['installation.n.01']
M1034,Limit Hardware Installation,Limit,"['restrict.v.03', 'limit.v.02']"
M1034,Limit Hardware Installation,Hardware,['hardware.n.03']
M1034,Limit Hardware Installation,Installation,['installation.n.01']
M1035,Limit Access to Resource Over Network,Limit,"['restrict.v.03', 'limit.v.02']"
M1035,Limit Access to Resource Over Network,Access,"['entree.n.02', 'access.n.02', 'access.n.05', 'access.n.06', 'access.v.01', 'access.v.02']"
M1035,Limit Access to Resource Over Network,to,[]
M1035,Limit Access to Resource Over Network,Resource,"['resource.n.01', 'resource.n.02']"
M1035,Limit Access to Resource Over Network,Over,[]
M1035,Limit Access to Resource Over Network,Network,"['network.n.01', 'network.n.04', 'network.n.05']"
M1036,Account Use Policies,Account,['account.n.03']
M1036,Account Use Policies,Use,"['use.n.01', 'function.n.02', 'use.n.07', 'use.v.01', 'use.v.04']"
M1036,Account Use Policies,Policies,['policy.n.01']
M1037,Filter Network Traffic,Filter,['filter.v.01']
M1037,Filter Network Traffic,Network,"['network.n.01', 'network.n.04', 'network.n.05']"
M1037,Filter Network Traffic,Traffic,['traffic.n.03']
M1038,Execution Prevention,Execution,['execution.n.03']
M1038,Execution Prevention,Prevention,['prevention.n.01']
M1039,Environment Variable Permissions,Environment,[]
M1039,Environment Variable Permissions,Variable,['variable.n.04']
M1039,Environment Variable Permissions,Permissions,"['permission.n.01', 'license.n.04']"
M1040,Behavior Prevention on Endpoint,Behavior,['behavior.n.02']
M1040,Behavior Prevention on Endpoint,Prevention,['prevention.n.01']
M1040,Behavior Prevention on Endpoint,on,[]
M1040,Behavior Prevention on Endpoint,Endpoint,['end_point.n.01']
M1041,Encrypt Sensitive Information,Encrypt,['code.v.02']
M1041,Encrypt Sensitive Information,Sensitive,['sensitive.s.05']
M1041,Encrypt Sensitive Information,Information,"['information.n.01', 'information.n.02', 'data.n.01']"
M1042,Disable or Remove Feature or Program,Disable,['disable.v.01']
M1042,Disable or Remove Feature or Program,or,[]
M1042,Disable or Remove Feature or Program,Remove,"['remove.v.01', 'remove.v.02', 'get_rid_of.v.01', 'take_out.v.01', 'remove.v.05', 'remove.v.08']"
M1042,Disable or Remove Feature or Program,Feature,['feature.n.01']
M1042,Disable or Remove Feature or Program,or,[]
M1042,Disable or Remove Feature or Program,Program,['program.n.07']
M1043,Credential Access Protection,Credential,['certificate.n.01']
M1043,Credential Access Protection,Access,"['entree.n.02', 'access.n.02', 'access.n.05', 'access.n.06', 'access.v.01', 'access.v.02']"
M1043,Credential Access Protection,Protection,"['protection.n.01', 'protection.n.04']"
M1044,Restrict Library Loading,Restrict,"['restrict.v.01', 'restrict.v.02', 'restrict.v.03']"
M1044,Restrict Library Loading,Library,['library.n.04']
M1044,Restrict Library Loading,Loading,['load.v.03']
M1045,Code Signing,Code,['code.n.03']
M1045,Code Signing,Signing,"['sign.v.01', 'sign.v.02']"
M1046,Boot Integrity,Boot,['boot.v.02']
M1046,Boot Integrity,Integrity,['integrity.n.01']
M1047,Audit,Audit,"['audit.n.02', 'audit.v.01']"
M1048,Application Isolation and Sandboxing,Application,['application.n.04']
M1048,Application Isolation and Sandboxing,Isolation,"['isolation.n.01', 'isolation.n.03']"
M1048,Application Isolation and Sandboxing,and,[]
M1048,Application Isolation and Sandboxing,Sandboxing,[]
M1049,Antivirus/Antimalware,Antivirus,[]
M1049,Antivirus/Antimalware,/,[]
M1049,Antivirus/Antimalware,Antimalware,[]
M1050,Exploit Protection,Exploit,['exploit.v.01']
M1050,Exploit Protection,Protection,"['protection.n.01', 'protection.n.04']"
M1051,Update Software,Update,"['update.v.01', 'update.v.02', 'update.v.03']"
M1051,Update Software,Software,['software.n.01']
M1052,User Account Control,User,['user.n.01']
M1052,User Account Control,Account,['account.n.03']
M1052,User Account Control,Control,"['control.n.01', 'control.n.02', 'control.n.05', 'dominance.n.02', 'control.n.09', 'control.v.01', 'control.v.02']"
M1053,Data Backup,Data,"['data.n.01', 'datum.n.01']"
M1053,Data Backup,Backup,['backup.n.04']
M1054,Software Configuration,Software,['software.n.01']
M1054,Software Configuration,Configuration,['configuration.n.01']
M1055,Do Not Mitigate,Do,"['make.v.01', 'perform.v.01', 'do.v.03', 'act.v.02', 'do.v.11']"
M1055,Do Not Mitigate,Not,['not.r.01']
M1055,Do Not Mitigate,Mitigate,"['extenuate.v.01', 'mitigate.v.02']"
